State,County Name,GROC09,CONVS09,FFR09,PCT_DIABETES_ADULTS09,PCT_OBESE_ADULTS09,MEDHHINC09,LACCESS_POP09,LACCESS_POP09,POPULATOIN 09,POP 09,GROC14,CONVS14,FFR14,PCT_DIABETES_ADULTS14,PCT_OBESE_ADULTS14,MEDHHINC14,PCT_LACCESS_POP14,LACCESS_POP14,POPULATION 14,POP 14
PA,Armstrong,17,27,30,10.5,34.2,42711,5%,3674,68941,"68,941",14,31,27,11.7,35.9,44893,8%,5494,68941,"67,660"
PA,Beaver,1,6,0,10.5,32.4,48158,39%,2220,5636,"5,636",1,6,1,13.4,38.9,59544,38%,2157,5636,"5,479"
PA,Bedford,13,24,23,11.3,29.7,38548,13%,6537,49762,"49,762",13,24,18,13.2,33.7,45988,7%,3410,49762,"48,925"
PA,Berks,76,134,234,8.8,29.2,51631,15%,63317,411442,"411,442",73,121,269,11,32.2,56167,16%,66148,411442,"414,021"
PA,Blair,17,47,92,10.6,32.2,41095,18%,23261,127089,"127,089",18,43,94,11.7,33.1,44880,24%,30042,127089,"126,019"
PA,Bradford,6,21,16,12.3,35.1,39454,6%,1627,28520,"28,520",4,22,16,14.4,35.9,40879,6%,1580,28520,"26,682"
PA,Bucks,95,161,443,9.1,24.5,70960,34%,212534,625249,"625,249",104,164,472,9.6,25.7,80512,30%,188962,625249,"626,169"
PA,Butler,3,24,17,16.6,40.8,29500,6%,1308,20947,"20,947",3,21,17,17.7,36.3,33868,6%,1304,20947,"20,283"
PA,Cambria,31,46,100,13.8,36.4,40494,21%,29929,143679,"143,679",28,50,102,13.1,28.9,43786,26%,36953,143679,"137,517"
PA,Cameron,4,5,0,10.6,32.9,47100,25%,1681,6839,"6,839",3,6,1,11.7,31.5,56259,26%,1747,6839,"6,697"
PA,Carbon,3,3,5,7.6,27.2,42256,36%,3621,10078,"10,078",4,4,8,9,24,49389,36%,3627,10078,"10,417"
PA,Centre,15,42,91,7.8,26.6,45154,14%,20964,153990,"153,990",18,47,98,7.8,26.6,55084,16%,24826,153990,"159,666"
PA,Chester,66,112,326,8.1,21.2,83829,39%,195262,498886,"498,886",75,125,337,7.9,23,90555,40%,198074,498886,"512,899"
PA,Clarion,14,24,20,11.4,32.4,37740,7%,2758,39988,"39,988",9,18,23,11.7,33.8,39988,5%,2153,39988,"38,847"
PA,Clearfield,15,36,44,10.5,29.2,37025,14%,11640,81642,"81,642",17,32,53,13.7,36.8,44336,14%,11299,81642,"81,205"
PA,Clinton,11,24,21,8.7,28.4,52650,11%,4187,37762,"37,762",9,23,18,8.7,29.5,64030,15%,5729,37762,"37,801"
PA,Columbia,4,17,15,13.1,31.9,34538,18%,4406,24552,"24,552",3,16,22,12.9,36.4,38057,17%,4237,24552,"24,078"
PA,Crawford,8,27,28,8.9,33.3,39672,21%,13071,61948,"61,948",8,26,28,11.4,35.1,46545,17%,10484,61948,"61,840"
PA,Cumberland,2,4,4,9.4,28.1,43448,1%,92,11048,"11,048",3,5,3,11.1,27.8,51505,0%,0,#DIV/0!,"10,894"
PA,Dauphin,50,114,189,10.2,32.2,51670,40%,107615,268100,"268,100",58,107,219,11.9,32.5,54198,32%,85828,268100,"271,977"
PA,Delaware,13,56,74,10.1,32.7,36362,24%,28539,117671,"117,671",13,40,77,12.5,31.5,40633,26%,30038,117671,"116,612"
PA,Elk,0,3,2,13.1,31.9,32619,99%,2863,2882,"2,882",1,2,0,12.4,32.5,39147,99%,2863,2882,"2,699"
PA,Erie,234,327,691,10.3,28.6,46773,26%,238054,919040,"919,040",303,358,770,9.4,26.7,52176,21%,192724,919040,"923,702"
PA,Fayette,5,7,12,14.1,36.5,32643,3%,438,17241,"17,241",5,8,9,15.1,33.7,37085,2%,407,17241,"16,821"
PA,Forest,2,2,3,10.7,31.6,34736,1%,90,7716,"7,716",2,4,2,11.3,32.1,37388,1%,105,7716,"7,499"
PA,Franklin,6,23,22,14.6,31.2,33649,10%,3074,31704,"31,704",8,16,18,13.9,33.2,38535,12%,3663,31704,"31,540"
PA,Fulton,1,5,7,11.8,30.7,30191,19%,2320,12245,"12,245",1,6,4,15.6,32.9,34717,19%,2343,12245,"12,130"
PA,Greene,5,8,1,18.8,47.6,27117,36%,3287,9045,"9,045",2,12,1,21,46.3,25398,33%,2963,9045,"8,525"
PA,Huntingdon,8,23,19,10.3,30.7,40947,3%,1332,45913,"45,913",4,21,19,11.5,29.4,44875,2%,931,45913,"45,866"
PA,Indiana,10,32,48,9.5,29.4,40538,11%,9691,88880,"88,880",9,37,50,9.7,37.2,45448,20%,17519,88880,"87,597"
PA,Jefferson,108,433,578,12.4,32,41740,32%,209261,658466,"658,466",108,459,642,13,33.2,48415,31%,205658,658466,"659,733"
PA,Juniata,5,10,12,11.1,30.7,45810,17%,4215,24636,"24,636",5,10,10,12.3,34.7,50008,18%,4489,24636,"24,781"
PA,Lackawanna,41,90,146,9.5,25.7,42081,11%,24220,214437,"214,437",49,112,145,11.5,31.3,48000,13%,27069,214437,"212,963"
PA,Lancaster,38,101,245,7.1,27.5,50197,13%,38274,285407,"285,407",50,96,281,7.6,26,54422,10%,29063,285407,"302,097"
PA,Lawrence,7,18,25,13.6,38.1,37365,4%,1349,34339,"34,339",5,19,16,15.6,35.5,41771,5%,1648,34339,"33,432"
PA,Lebanon,36,45,71,10.4,31,51142,19%,24983,133568,"133,568",30,48,78,10.1,29.5,52829,15%,19711,133568,"136,657"
PA,Lehigh,71,121,219,10.4,28.9,51426,26%,91342,349497,"349,497",82,117,246,10.8,30.1,56352,25%,87228,349497,"358,552"
PA,Luzerne,63,134,203,10.3,29.9,41745,18%,56425,320918,"320,918",61,149,207,11.7,28.9,49589,16%,50063,320918,"319,079"
PA,Lycoming,21,51,70,9.9,30.5,40825,20%,23151,116111,"116,111",19,47,74,10.7,31.5,49941,19%,21593,116111,"116,450"
PA,McKean,10,25,23,10.5,32.2,39679,3%,1182,43450,"43,450",12,22,28,10.4,31.9,46039,4%,1676,43450,"42,670"
PA,Mercer,2,8,5,9.2,30.9,46871,23%,3783,16434,"16,434",2,11,5,11.4,31.2,57934,18%,2968,16434,"15,964"
PA,Mifflin,16,17,20,11.2,30.7,37163,8%,3707,46682,"46,682",12,14,27,12.5,32,42296,5%,2398,46682,"46,555"
PA,Monroe,7,15,10,13.8,35.5,31744,31%,7149,23068,"23,068",6,15,9,17.8,35.3,35163,25%,5712,23068,"21,902"
PA,Montgomery,33,131,169,13.9,34.1,41556,28%,64260,229363,"229,363",37,141,210,13.5,34.8,42666,29%,66181,229363,"227,193"
PA,Montour,4,8,11,11.3,29.5,47518,11%,2083,18267,"18,267",3,6,11,12.4,32.5,57056,11%,2083,18267,"18,444"
PA,Northampton,5,12,4,15.3,34.2,32168,4%,990,22099,"22,099",6,16,6,16.2,38.5,33301,12%,2575,22099,"20,584"
PA,Northumberland,17,37,41,9.7,31.9,36503,12%,11348,94528,"94,528",21,36,51,12.1,35.3,44221,11%,10265,94528,"93,729"
PA,Perry,5,8,2,19.8,40.2,24742,9%,972,10591,"10,591",4,6,1,21.7,43,26218,8%,882,10591,"9,842"
PA,Philadelphia,501,336,1223,11.2,31.5,34667,1%,13014,1526006,"1,526,006",635,431,1365,11.5,29.8,41210,1%,18434,1526006,"1,560,609"
PA,Pike,9,17,30,15.3,36.9,32771,11%,3733,32899,"32,899",6,20,33,13.5,38.4,34442,14%,4535,32899,"33,020"
PA,Potter,8,10,5,11.3,30.8,40472,19%,3279,17457,"17,457",7,11,5,12.1,32.4,41754,18%,3110,17457,"17,182"
PA,Schuylkill,34,59,71,10.3,32,40384,7%,9833,148289,"148,289",30,64,76,11.4,35.1,45733,8%,11846,148289,"145,559"
PA,Snyder,14,10,21,11,31.5,42016,5%,1980,39702,"39,702",11,13,27,9.9,32.5,49803,7%,2744,39702,"40,271"
PA,Somerset,13,53,27,11.5,35.1,36249,8%,4098,52228,"52,228",10,54,22,11.5,35,40165,15%,7965,52228,"51,258"
PA,Sullivan,4,9,9,9.3,31.4,42481,5%,1055,21475,"21,475",3,10,11,13,32.9,44939,5%,1042,21475,"21,013"
PA,Susquehanna,12,17,17,12,27.2,43583,5%,2145,43356,"43,356",8,21,17,10.1,30.4,50141,5%,2173,43356,"41,828"
PA,Tioga,12,18,21,8.7,28.7,50043,15%,7567,51125,"51,125",12,17,24,10.5,29.3,57541,15%,7464,51125,"49,793"
PA,Union,10,42,24,11.6,30.8,36934,22%,9035,41639,"41,639",6,35,27,13.5,39.4,42195,26%,10944,41639,"40,158"
PA,Venango,15,23,24,9.7,31.8,39351,8%,4631,54984,"54,984",9,23,24,13.2,34.7,44916,9%,5015,54984,"53,479"
PA,Warren,1,6,1,14.7,35.1,29764,1%,86,5834,"5,834",1,5,1,15.8,32,32350,2%,122,5834,"5,500"
PA,Washington,3,10,4,12.9,36.2,37639,10%,1708,17581,"17,581",2,9,3,17.8,40.2,42658,8%,1479,17581,"16,891"
PA,Wayne,4,24,26,10,32.3,36562,28%,8513,30099,"30,099",2,25,21,13.1,31.8,41466,29%,8633,30099,"29,972"
PA,Westmoreland,50,116,229,10.5,28.3,46468,33%,121341,365169,"365,169",51,120,235,11.8,30,53422,32%,118357,365169,"359,398"
PA,Wyoming,9,19,25,8.4,29.1,46846,19%,7891,42155,"42,155",8,19,24,8.1,25.6,52796,23%,9631,42155,"41,200"
PA,York,46,123,144,8.3,26.1,54076,17%,33631,197131,"197,131",41,107,157,9.7,27.6,61340,15%,29869,197131,"200,686"
RI,Bristol,110,253,349,10.9,29,51361,31%,170346,548285,"548,285",104,267,386,11.1,28.3,59839,29%,158761,548285,"555,071"
RI,Kent,17,65,82,11.7,32.7,51490,19%,31140,162310,"162,310",24,59,88,12.8,32.8,55678,16%,25573,162310,"171,949"
RI,Newport,8,35,68,7.3,21.7,67431,35%,28776,82888,"82,888",18,27,74,8.5,23.1,66096,31%,25293,82888,"82,404"
RI,Providence,125,219,460,8.7,27.1,45572,20%,124418,626667,"626,667",147,231,470,9.9,28.2,50364,15%,96381,626667,"631,464"
RI,Washington,3,10,4,12.9,36.2,37639,10%,1708,17581,"17,581",2,9,3,17.8,40.2,42658,8%,1479,17581,"16,891"
SC,Abbeville,4,13,10,13.2,32.6,34658,30%,7629,25417,"25,417",5,13,9,17,35.2,35932,1%,281,25417,"24,892"
SC,Aiken,30,90,90,11.4,32.6,43196,22%,35221,160099,"160,099",29,109,110,12.8,31.9,48012,22%,35443,160099,"164,758"
SC,Allendale,4,9,6,15,34.7,24615,2%,236,10419,"10,419",2,8,2,19.2,41.1,27089,17%,1741,10419,"9,689"
SC,Anderson,3,6,3,9.1,31.9,41054,22%,1808,8102,"8,102",3,3,4,9.8,33.3,47267,22%,1808,8102,"7,880"
SC,Bamberg,3,11,10,14.4,41,29101,15%,2415,15987,"15,987",4,13,11,17,40.3,29642,29%,4629,15987,"15,120"
SC,Barnwell,4,17,14,13.3,37.1,30898,2%,513,22621,"22,621",5,17,14,17.3,36.8,33280,2%,514,22621,"21,959"
SC,Beaufort,10,32,26,12.8,35.7,38194,15%,6999,47759,"47,759",10,30,33,13.4,33,41725,10%,4947,47759,"47,505"
SC,Berkeley,19,60,96,12.2,38,49284,23%,40370,177843,"177,843",22,66,105,13.5,35,55876,24%,42839,177843,"198,248"
SC,Calhoun,25,88,95,14.2,33.6,37916,26%,30901,118572,"118,572",27,74,103,14.9,32.2,42091,23%,27786,118572,"115,837"
SC,Charleston,87,155,327,10,27.5,46187,18%,64105,350209,"350,209",102,179,334,11.1,24.6,56244,19%,67780,350209,"380,280"
SC,Cherokee,4,14,16,13.2,30.6,34410,0%,79,25989,"25,989",5,18,15,13.3,33.6,39144,0%,104,25989,"25,944"
SC,Chester,66,112,326,8.1,21.2,83829,39%,195262,498886,"498,886",75,125,337,7.9,23,90555,40%,198074,498886,"512,899"
SC,Chesterfield,11,27,25,12.7,34.8,32483,14%,6370,46734,"46,734",12,25,19,14.8,34.8,36520,13%,6210,46734,"46,124"
SC,Clarendon,6,35,22,14.5,36.5,30913,5%,1667,34971,"34,971",6,29,15,17.2,42.3,34654,5%,1767,34971,"34,082"
SC,Colleton,13,40,23,13.8,34.1,32446,24%,9243,38892,"38,892",9,37,23,16.5,39,33745,24%,9368,38892,"37,754"
SC,Darlington,14,51,33,14.2,35.8,33772,14%,9759,68681,"68,681",13,58,35,14.6,37.7,36719,16%,11249,68681,"67,697"
SC,Dillon,9,28,21,13,38.6,28665,10%,3257,32062,"32,062",8,28,27,16.5,37.4,31094,12%,3866,32062,"31,323"
SC,Dorchester,6,24,24,13.3,35.7,39630,12%,3787,32618,"32,618",7,18,19,15.5,35.7,44664,16%,5295,32618,"32,537"
SC,Edgefield,3,11,8,10.4,35.8,41501,6%,1675,26985,"26,985",3,7,5,14.1,32.7,46430,9%,2310,26985,"26,450"
SC,Fairfield,197,226,525,6.4,18.3,74634,29%,262579,916829,"916,829",216,248,659,7.6,21.4,86297,29%,268768,916829,"943,686"
SC,Florence,42,106,119,12.9,34.5,38914,22%,30786,136885,"136,885",37,115,97,14.1,34.1,41197,22%,30266,136885,"139,005"
SC,Georgetown,16,40,49,13.2,35.1,38340,23%,13915,60158,"60,158",16,45,37,14.4,30.8,44395,21%,12375,60158,"60,729"
SC,Greenville,84,208,403,9.9,28.1,45666,32%,144872,451225,"451,225",81,208,406,10.4,28.1,52017,36%,163542,451225,"481,657"
SC,Greenwood,5,4,2,9.9,34,35146,43%,2872,6689,"6,689",3,4,1,12.8,32.7,41168,46%,3107,6689,"6,308"
SC,Hampton,8,22,15,15.4,41,33367,11%,2224,21090,"21,090",7,20,12,15.1,42,30772,17%,3680,21090,"20,400"
SC,Horry,51,173,303,11.7,28.7,40697,17%,46637,269291,"269,291",54,185,290,11.1,29.8,47083,14%,38348,269291,"298,795"
SC,Jasper,2,8,4,11.6,29.2,43443,7%,916,13900,"13,900",3,5,3,12.6,29.3,46398,23%,3165,13900,"13,469"
SC,Kershaw,9,39,33,11.1,31.5,42174,19%,11566,61697,"61,697",8,40,41,12.6,31.7,48233,17%,10634,61697,"63,100"
SC,Lancaster,38,101,245,7.1,27.5,50197,13%,38274,285407,"285,407",50,96,281,7.6,26,54422,10%,29063,285407,"302,097"
SC,Laurens,12,41,42,12.5,35.9,36568,10%,4791,48434,"48,434",9,50,39,14.4,36.2,36960,10%,4790,48434,"47,814"
SC,Lee,13,74,108,10.2,30,40102,31%,43795,140247,"140,247",17,76,128,9.5,29,46442,26%,36836,140247,"154,277"
SC,Lexington,43,134,188,9.7,31.3,51523,23%,60873,262391,"262,391",42,169,220,9.9,33.4,55413,24%,63722,262391,"277,439"
SC,McCormick,2,8,4,14.8,34.1,34963,6%,636,10233,"10,233",1,6,3,17.6,35.2,41589,3%,330,10233,"9,829"
SC,Marion,5,18,26,12.3,32.7,32080,2%,538,30776,"30,776",3,24,17,18.7,35.5,34977,6%,1929,30776,"30,250"
SC,Marlboro,8,28,12,13.2,42.7,28630,13%,3830,28933,"28,933",8,30,10,15.2,39.2,32485,16%,4578,28933,"27,909"
SC,Newberry,6,34,22,12,36.7,39054,11%,3985,37508,"37,508",4,36,21,15.7,35.5,41120,24%,8906,37508,"37,725"
SC,Oconee,4,14,25,8.9,26.1,76298,30%,9712,32808,"32,808",6,13,33,9.3,28.8,76371,30%,9964,32808,"35,073"
SC,Orangeburg,24,75,65,15.2,40.4,32699,13%,12326,92501,"92,501",18,85,69,15.1,41.9,37651,12%,11273,92501,"89,886"
SC,Pickens,4,11,6,16,36.4,31032,4%,851,19746,"19,746",4,8,8,16.4,36.4,33160,3%,529,19746,"20,332"
SC,Richland,3,4,14,9.9,29.9,40893,5%,803,16233,"16,233",3,6,16,11,28.8,43332,6%,939,16233,"16,107"
SC,Saluda,3,10,3,12.2,33.2,39570,5%,930,19875,"19,875",2,11,5,13,35.6,41409,10%,1970,19875,"20,098"
SC,Spartanburg,43,160,198,10.6,29.9,41888,33%,94805,284307,"284,307",44,178,209,12.8,30.5,45768,32%,89659,284307,"293,449"
SC,Sumter,3,19,7,18.5,42.1,25586,16%,2224,13763,"13,763",3,17,7,20.1,40.3,25931,17%,2305,13763,"13,283"
SC,Union,10,42,24,11.6,30.8,36934,22%,9035,41639,"41,639",6,35,27,13.5,39.4,42195,26%,10944,41639,"40,158"
SC,Williamsburg,9,24,11,15.2,41.6,28083,7%,2577,34423,"34,423",7,32,10,17.5,42.5,28943,7%,2456,34423,"32,790"
SC,York,46,123,144,8.3,26.1,54076,17%,33631,197131,"197,131",41,107,157,9.7,27.6,61340,15%,29869,197131,"200,686"
SD,Aurora,2,1,2,8.5,29.8,43934,100%,2706,2710,"2,710",2,2,2,8.7,28,50392,74%,2016,2710,"2,740"
SD,Beadle,4,16,11,7.5,32.6,39504,23%,3919,17398,"17,398",4,9,10,9.4,32,47592,23%,3935,17398,"18,158"
SD,Bennett,2,2,1,12.4,36.8,31183,97%,3320,3431,"3,431",3,2,1,14.6,36.6,40529,97%,3320,3431,"3,439"
SD,Brookings,1,19,21,5.4,27,48290,41%,13055,31965,"31,965",4,17,20,6.1,27.4,55749,40%,12665,31965,"33,357"
SD,Brown,2,4,2,7.9,29.6,43640,28%,1910,6937,"6,937",2,3,3,8.2,27.6,53516,24%,1663,6937,"6,838"
SD,Brule,2,9,7,8,34.5,42604,35%,1820,5255,"5,255",2,7,5,10.1,34.4,50604,31%,1649,5255,"5,326"
SD,Buffalo,7,29,40,7,29.7,45307,32%,14620,46102,"46,102",10,27,42,6.7,30.1,55813,20%,9059,46102,"48,238"
SD,Butte,51,59,150,8.8,24.8,41168,22%,48749,220000,"220,000",46,70,149,10.2,25.9,45369,21%,46598,220000,"223,974"
SD,Campbell,17,43,60,10.1,28.1,47341,31%,27900,90336,"90,336",17,40,71,10.9,31.6,51694,30%,27458,90336,"91,490"
SD,Clark,5,10,20,11.1,33.8,33433,9%,2102,22995,"22,995",2,11,19,11.6,34.3,37856,41%,9423,22995,"22,663"
SD,Clay,3,8,4,14.8,34.3,33035,5%,743,13932,"13,932",3,7,4,14.6,37.3,38908,5%,643,13932,"13,503"
SD,Codington,4,19,23,7,30,44999,36%,9918,27227,"27,227",2,21,19,8.3,31.2,53073,36%,9914,27227,"27,980"
SD,Corson,1,1,1,13.5,42,27233,90%,3636,4050,"4,050",1,1,0,13.3,40.9,31621,90%,3636,4050,"4,195"
SD,Custer,1,1,2,7.4,20.8,42951,25%,1053,4255,"4,255",2,2,1,6.8,20.5,43995,26%,1101,4255,"4,344"
SD,Davison,3,17,16,7.7,28.1,40972,24%,4636,19504,"19,504",2,18,17,9.4,34.3,47591,24%,4636,19504,"19,833"
SD,Day,2,3,3,9.3,31.8,37186,49%,2791,5710,"5,710",1,5,4,11.2,30.8,45131,49%,2791,5710,"5,560"
SD,Deuel,1,3,0,8.9,27.6,40325,27%,521,1941,"1,941",2,2,1,9.7,30.1,47641,27%,521,1941,"1,935"
SD,Dewey,1,10,1,12.7,31.6,39731,100%,4810,4810,"4,810",2,9,0,13.9,35.5,53004,100%,4810,4810,"4,934"
SD,Douglas,23,53,178,4.1,16.1,97806,19%,52932,285465,"285,465",26,57,204,5.3,17,109926,19%,54681,285465,"314,981"
SD,Edmunds,2,3,0,8.9,38.9,48588,64%,2592,4071,"4,071",2,3,1,9,29.1,56304,64%,2592,4071,"3,981"
SD,Faulk,1,1,0,9.7,28.6,42633,100%,2362,2364,"2,364",1,1,1,9.8,29.3,47802,48%,1140,2364,"2,342"
SD,Grant,3,8,9,10.1,35.8,45347,12%,2120,17853,"17,853",2,11,6,11.1,38.3,47652,12%,2119,17853,"18,059"
SD,Gregory,4,5,1,10.9,30.2,31962,37%,1584,4271,"4,271",2,7,0,10.4,32.2,36150,28%,1213,4271,"4,223"
SD,Haakon,1,5,2,9.9,30.1,38900,41%,801,1937,"1,937",1,4,1,10.3,30.1,50221,41%,801,1937,"1,847"
SD,Hamlin,3,5,1,9,30.3,49091,96%,5643,5903,"5,903",2,3,0,9.7,30.8,57278,96%,5671,5903,"5,994"
SD,Hand,1,2,2,9.9,30.9,43683,34%,1178,3431,"3,431",1,1,1,10.5,29.9,52718,34%,1177,3431,"3,351"
SD,Hanson,1,1,0,7.5,29.8,53987,18%,595,3331,"3,331",1,1,0,8.3,28.9,59508,18%,595,3331,"3,412"
SD,Harding,1,0,0,8.4,27.2,30941,100%,695,695,695,1,0,0,10.3,22.9,39561,95%,661,695,680
SD,Hughes,4,11,10,13,32.5,30699,24%,3403,14003,"14,003",4,12,8,15.6,32.3,37676,27%,3765,14003,"13,803"
SD,Hutchinson,5,6,2,9.1,31.3,41592,37%,2689,7343,"7,343",4,4,2,10.5,31,49558,9%,649,7343,"7,232"
SD,Hyde,1,6,1,12.5,32.2,35206,59%,3440,5810,"5,810",1,6,4,12,29.7,37074,90%,5227,5810,"5,662"
SD,Jackson,15,34,30,13.6,30.5,36158,9%,4855,53227,"53,227",11,47,29,14.9,32,40201,8%,4219,53227,"52,580"
SD,Jerauld,1,1,0,7.9,28.3,37924,100%,2071,2071,"2,071",1,1,0,9.9,27.8,49054,100%,2071,2071,"2,026"
SD,Jones,1,10,6,11.4,29.6,52215,7%,1942,28669,"28,669",2,13,7,12.4,33.5,52777,7%,2131,28669,"28,811"
SD,Kingsbury,5,3,1,7.9,27.1,47775,52%,2689,5148,"5,148",4,3,1,10,33.8,54543,52%,2689,5148,"5,058"
SD,Lake,24,25,29,9.5,26.8,35914,18%,11383,64665,"64,665",22,33,33,10.1,26.2,37993,19%,12117,64665,"64,099"
SD,Lawrence,7,18,25,13.6,38.1,37365,4%,1349,34339,"34,339",5,19,16,15.6,35.5,41771,5%,1648,34339,"33,432"
SD,Lincoln,1,6,2,10.5,36.2,35070,34%,4853,14134,"14,134",1,5,5,12.3,37.5,40216,33%,4694,14134,"13,967"
SD,Lyman,4,4,1,10.8,36.6,39774,54%,2026,3755,"3,755",4,5,2,10.4,33.5,39527,84%,3139,3755,"3,864"
SD,McCook,5,5,1,8.7,26.9,44915,80%,4515,5618,"5,618",4,4,1,9,28.5,56382,32%,1820,5618,"5,631"
SD,McPherson,6,11,13,10,31.1,54881,29%,8539,29180,"29,180",6,10,18,9.5,29.2,61356,26%,7490,29180,"29,134"
SD,Marshall,19,65,70,12,29.1,38859,14%,12814,93019,"93,019",21,71,71,12.8,33.2,40599,11%,10485,93019,"94,320"
SD,Meade,2,4,1,9.9,30.7,48634,51%,2320,4575,"4,575",1,4,2,9.5,27,56325,51%,2320,4575,"4,353"
SD,Mellette,2,3,1,14.5,36.6,30003,99%,2035,2048,"2,048",2,4,0,13.2,32.4,34241,99%,2036,2048,"2,092"
SD,Miner,2,1,2,8.4,30.7,45947,18%,440,2389,"2,389",2,1,4,10.6,31.4,47970,38%,911,2389,"2,313"
SD,Minnehaha,23,89,115,7,29.3,49954,20%,33775,169468,"169,468",25,81,153,7.9,27.8,55605,18%,31297,169468,"182,556"
SD,Moody,1,5,1,8.4,32.7,47162,78%,5029,6486,"6,486",1,5,1,11,32.9,54729,77%,4976,6486,"6,406"
SD,Pennington,3,8,7,9.6,28.3,43256,17%,2408,13930,"13,930",2,5,6,8.3,27.5,51341,18%,2525,13930,"14,082"
SD,Perkins,1,3,0,8.8,26.8,45820,99%,2948,2970,"2,970",1,3,0,8.6,24.5,58066,30%,877,2970,"2,885"
SD,Potter,8,10,5,11.3,30.8,40472,19%,3279,17457,"17,457",7,11,5,12.1,32.4,41754,18%,3110,17457,"17,182"
SD,Roberts,4,7,7,11.3,36.4,39057,43%,4390,10149,"10,149",4,6,4,12,32,42744,27%,2750,10149,"10,327"
SD,Sanborn,1,3,1,8.7,35.6,43361,99%,2321,2355,"2,355",1,2,1,10.2,29.7,49638,99%,2328,2355,"2,338"
SD,Shannon,3,4,0,11.8,34.8,26600,29%,2467,8441,"8,441",2,6,1,12.2,29.7,28171,17%,1400,8441,"8,286"
SD,Spink,2,4,2,8.9,35.8,44272,44%,2797,6415,"6,415",2,3,3,9.9,31.4,46504,44%,2797,6415,"6,567"
SD,Stanley,1,2,1,8.9,33.4,50944,19%,563,2966,"2,966",1,3,3,9.8,33.4,62015,19%,571,2966,"2,958"
SD,Sully,1,1,0,8,35.5,48026,100%,1373,1373,"1,373",1,1,0,9.3,33.1,58230,100%,1373,1373,"1,421"
SD,Todd,4,7,5,11.1,32.4,36173,7%,896,12460,"12,460",3,4,5,12.2,33.7,40963,0%,59,12460,"12,466"
SD,Tripp,3,5,4,11.9,36.4,36390,27%,1510,5644,"5,644",3,5,3,10.7,30.7,48289,27%,1510,5644,"5,485"
SD,Turner,2,17,6,13.8,34.1,26845,8%,724,8930,"8,930",1,12,8,14.3,34.6,35117,6%,528,8930,"8,061"
SD,Union,10,42,24,11.6,30.8,36934,22%,9035,41639,"41,639",6,35,27,13.5,39.4,42195,26%,10944,41639,"40,158"
SD,Walworth,3,5,7,12.1,32.2,37506,29%,1560,5438,"5,438",3,3,7,10.7,28.4,44480,29%,1560,5438,"5,561"
SD,Yankton,1,18,17,8.4,33.1,45297,29%,6433,22438,"22,438",1,19,18,7.9,30,48991,27%,6097,22438,"22,693"
SD,Ziebach,1,0,0,13.2,44.2,25669,67%,1864,2801,"2,801",0,1,1,16.5,42,33239,37%,1047,2801,"2,814"
TN,Anderson,3,6,3,9.1,31.9,41054,22%,1808,8102,"8,102",3,3,4,9.8,33.3,47267,22%,1808,8102,"7,880"
TN,Bedford,13,24,23,11.3,29.7,38548,13%,6537,49762,"49,762",13,24,18,13.2,33.7,45988,7%,3410,49762,"48,925"
TN,Benton,30,79,137,7.3,28,52417,20%,43591,221339,"221,339",30,86,160,9.6,30.1,60294,16%,34547,221339,"243,991"
TN,Bledsoe,2,2,1,12.3,32.9,33366,5%,599,12876,"12,876",1,7,0,12.5,32.7,39730,3%,396,12876,"14,535"
TN,Blount,6,31,24,12.6,32,42906,3%,1548,57322,"57,322",6,27,21,14.1,34.6,50487,6%,3724,57322,"57,621"
TN,Bradley,3,7,4,13.7,31.8,31047,11%,1255,11508,"11,508",3,5,6,13.1,39,37331,11%,1240,11508,"11,024"
TN,Campbell,17,43,60,10.1,28.1,47341,31%,27900,90336,"90,336",17,40,71,10.9,31.6,51694,30%,27458,90336,"91,490"
TN,Cannon,3,7,5,10.7,31.5,36246,2%,304,13801,"13,801",0,9,7,12.9,33.3,43864,2%,320,13801,"13,725"
TN,Carroll,5,15,19,10.7,26.3,33789,9%,2359,27446,"27,446",5,17,15,13,35.8,37587,7%,1943,27446,"27,742"
TN,Carter,10,19,19,11.8,34.8,34303,4%,1216,27720,"27,720",6,18,18,14.3,38.9,37204,6%,1529,27720,"27,318"
TN,Cheatham,5,18,18,9.8,31.9,51106,1%,313,39105,"39,105",6,18,19,12.3,33.8,56447,1%,436,39105,"39,674"
TN,Chester,66,112,326,8.1,21.2,83829,39%,195262,498886,"498,886",75,125,337,7.9,23,90555,40%,198074,498886,"512,899"
TN,Claiborne,3,9,7,13.8,34.2,34274,8%,1458,17195,"17,195",3,12,9,12,37,33740,12%,2037,17195,"16,371"
TN,Clay,3,8,4,14.8,34.3,33035,5%,743,13932,"13,932",3,7,4,14.6,37.3,38908,5%,643,13932,"13,503"
TN,Cocke,7,32,20,12.9,36.6,28832,18%,6413,35662,"35,662",5,30,16,15.8,34.4,31355,21%,7580,35662,"35,230"
TN,Coffee,7,30,35,13.3,32.1,40779,23%,11395,49948,"49,948",5,27,34,15.9,33.7,46858,21%,10486,49948,"50,757"
TN,Crockett,5,12,4,13.3,34,37945,1%,110,14586,"14,586",5,11,6,13.8,33,38474,1%,109,14586,"14,614"
TN,Cumberland,2,4,4,9.4,28.1,43448,1%,92,11048,"11,048",3,5,3,11.1,27.8,51505,0%,0,#DIV/0!,"10,894"
